Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Product subtitle (product.metafields.descriptors.subtitle),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),video (product.metafields.my_fields.video),Chamois type (product.metafields.next_cart.chamois-type),Colección Agu (product.metafields.next_cart.coleccion-agu),Color (product.metafields.next_cart.color),Color Anteojo (product.metafields.next_cart.color-anteojo),Cross-sell Products (product.metafields.next_cart.complementary_products),Genero (product.metafields.next_cart.genero),Height (product.metafields.next_cart.height),ISBN (product.metafields.next_cart.isbn),Length (product.metafields.next_cart.length),Short Description (product.metafields.next_cart.short_description),Talla (product.metafields.next_cart.talla),Talla accesorios (product.metafields.next_cart.talla-accesorios),Temperatura (product.metafields.next_cart.temperatura),Temporada (product.metafields.next_cart.temporada),Tipo Lente (product.metafields.next_cart.tipo-lente),Up-sell Products (product.metafields.next_cart.up_sell_products),Width (product.metafields.next_cart.width),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Compatible bike type (product.metafields.shopify.compatible-bike-type),Compatible eyewear type (product.metafields.shopify.compatible-eyewear-type),Eyewear frame design (product.metafields.shopify.eyewear-frame-design),Eyewear frame material (product.metafields.shopify.eyewear-frame-material),Eyewear lens material (product.metafields.shopify.eyewear-lens-material),Fabric (product.metafields.shopify.fabric),Lens color (product.metafields.shopify.lens-color),Lens polarization (product.metafields.shopify.lens-polarization),Lens type (product.metafields.shopify.lens-type),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Optical frame design (product.metafields.shopify.optical-frame-design),Size (product.metafields.shopify.size),Target gender (product.metafields.shopify.target-gender),UV protection (product.metafields.shopify.uv-protection),Vehicle placement (product.metafields.shopify.vehicle-placement),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Chile,Price / Chile,Compare At Price / Chile,Status
cordon-elastico-anteojos-turbolence,Cordón Elástico Anteojos Turbolence,"<p>El <strong>Cordón Elástico Ajustable y Removible Rudy Project</strong> para los anteojos Turbolence garantiza total libertad de movimiento, manteniéndolos exactamente donde los necesitas sin importar el ritmo, terreno o condiciones.</p>

<p>Ajústalo para máxima estabilidad en descensos rápidos, trail running o deportes acuáticos, o retíralo cuando prefieras un setup más ligero y minimalista. Una solución simple y segura que se adapta a tu estilo y mantiene tu enfoque en lo que realmente importa: tu rendimiento.</p>

<ul>
  <li>Repuesto original Rudy Project para anteojos Turbolence</li>
  <li>Cordón elástico ajustable y removible</li>
  <li>Retención segura durante actividad intensa</li>
  <li>Ideal para trail running, ciclismo y deportes acuáticos</li>
  <li>Fácil de instalar y retirar</li>
  <li>Compatible exclusivamente con modelo Turbolence</li>
</ul>",Rudy Project,Uncategorized,Accesorios Anteojos,"accesorios, accesorios-anteojos, anteojos, cordon-elastico, rudy-project, turbulence",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,draft
bolso-manillar-bikepacking-agu-bar-bag-venture-negro,Bolso Manillar Bikepacking AGU Bar Bag Venture | Negro,"<p>El <strong>AGU Bar Bag Handlebar Venture Negro</strong> es el bolso de manillar perfecto para aventuras de bikepacking y cicloturismo en Chile. </p>
<p>Se fija directamente al manillar de tu bicicleta y permite acceso rápido a tus snacks, ropa de abrigo, cámara o kit de emergencias durante la ruta. Su diseño alargado se adapta perfectamente a manillares de ruta, gravel y drop bar.</p>
<h3>Características técnicas</h3>
<ul>
<li>Sistema de fijación rápida al manillar — sin herramientas</li>
<li>Material resistente al agua con tratamiento <strong>DWR</strong>
</li>
<li>Diseño compacto y aerodinámico</li>
<li>Apertura superior para acceso rápido en movimiento</li>
<li>Compatible con manillares de ruta, gravel y cicloturismo</li>
<li>Color Negro</li>
<li>Parte de la línea <strong>AGU Venture</strong>
</li>
</ul>
<p>Ideal para cicloturismo en Chile: bikepacking en la Carretera Austral, gravel en el Valle del Elqui o travesías en los parques nacionales patagónicos.</p>",Agu,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Bags & Panniers > Bicycle Bags,Bolsas Bikepacking,"agu, bar-bag, bikepacking, bolso-manillar, bolso-manillar-bicicleta, ciclismo-chile, cicloturismo, dwr, gravel, ground-coffee, impermeable, venture, visma",true,Title,Default Title,,,,,,,,41503201-000,0.0,shopify,1,deny,manual,54990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/41503201_000_main_01_9.webp?v=1781717352,1,"",false,,"Bolso de manillar AGU Bar Bag Venture Negro para bikepacking. Resistente al agua, fijación rápida al manillar. Envío a todo Chile. $54.990",3032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
bolso-manillar-bikepacking-agu-bar-bag-venture-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/41503201_000_model_17.webp?v=1781717352,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolso-manillar-bikepacking-agu-bar-bag-venture-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/41503201_000_sphere_02_7.webp?v=1781717352,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolso-manillar-bikepacking-agu-bar-bag-venture-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/41503201_000_model_11.webp?v=1781717352,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolso-manillar-bikepacking-agu-bar-bag-venture-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/41503201_000_model_12.webp?v=1781717352,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolso-manillar-bikepacking-agu-bar-bag-venture-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/41503201_000_model_13.webp?v=1781717352,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolso-manillar-bikepacking-agu-bar-bag-venture-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/41503201_000_model_14.webp?v=1781717352,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolso-manillar-bikepacking-agu-bar-bag-venture-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/41503201_000_detail_07_7.webp?v=1781717352,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolso-manillar-agu-roll-bag-ii-venture-ground-coffee-bikepacking-y-gravel,Bolso Manillar AGU Roll Bag II Venture Ground Coffee | Bikepacking y Gravel,"<p>El <strong>AGU Roll Bag II Venture Ground Coffee</strong> es el bolso de manillar para bikepacking que redefine el almacenamiento compacto en ruta. La nueva versión II incorpora mejoras clave que lo hacen más práctico y duradero que nunca para tus rutas de gravel y bikepacking en Chile.</p>
<h3>Novedades del Roll Bag II</h3>
<ul>
<li>🧲 <strong>Nuevo cordón elástico frontal</strong> — guarda tu chubasquero o chaleco con un simple gesto, sin detener la marcha</li>
<li>🔒 <strong>Nueva cubierta de cierre</strong> — protege el cierre del barro y la suciedad, alargando la vida de la bolsa</li>
<li>🗂️ <strong>Bolsillo lateral de malla</strong> — perfecto para esenciales pequeños de acceso rápido</li>
<li>♻️ <strong>100% poliéster reciclado</strong> — sostenible sin comprometer el rendimiento</li>
</ul>
<p>El color <strong>Ground Coffee</strong> aporta un tono terroso y sofisticado que combina perfectamente con cualquier bicicleta de gravel, ruta o MTB. El formato roll-bag se adapta al manillar y maximiza el espacio de packing con su sistema de enrollado.</p>
<h3>Especificaciones técnicas</h3>
<ul>
<li>Material: <strong>Poliéster 100% reciclado</strong>
</li>
<li>Cordón elástico frontal para guardar ropa de lluvia o chaleco</li>
<li>Cubierta protectora de cierre contra barro y suciedad</li>
<li>Bolsillo lateral de malla para acceso rápido</li>
<li>Sistema roll-bag — enrolla para comprimir y maximizar espacio</li>
<li>Color: <strong>Ground Coffee</strong> | SKU: </li>
<li>Compatible con manillares de ruta, gravel y drop bar</li>
</ul>
<p>Ideal para <strong>bikepacking en Chile</strong>: Carretera Austral, gravel en el Valle del Elqui o travesías de varios días. La bolsa de manillar más inteligente de la línea Venture de AGU.</p>",Agu,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Bags & Panniers > Bicycle Bags,Bolsos,"agu, bikepacking, bolso-manillar, bolsos-bicicletas, ciclismo-chile, gravel, ground-coffee, manillar, reciclado, roll-bag, venture",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,49990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/41503215-626-image_main_b0eeb7e3-e251-43b6-81ef-f7502694fe30.jpg?v=1781709380,1,Bolso Manillar AGU Roll Bag II Venture Ground Coffee,false,Bolso Manillar AGU Roll Bag II Venture Ground Coffee | Bikepacking Chile,"Bolso de manillar AGU Roll Bag II Ground Coffee para bikepacking y gravel. Cordón elástico frontal, cubierta de cierre protectora, bolsillo malla. 100% reciclado. Envío a todo Chile.",3778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
bolso-manillar-agu-roll-bag-ii-venture-ground-coffee-bikepacking-y-gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/41503215-000-detail_image_02.webp?v=1781626891,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolso-manillar-agu-roll-bag-ii-venture-ground-coffee-bikepacking-y-gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/41503215-626-detail_image_01_396c311a-fc13-45d0-84a1-6b7529df1cda.jpg?v=1781272464,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolso-manillar-agu-roll-bag-ii-venture-black-bikepacking-y-gravel,Bolso Manillar AGU Roll Bag II Venture Black | Bikepacking y Gravel,"<p>El <strong>AGU Roll Bag II Venture Black</strong> es el bolso de manillar para bikepacking que redefine el almacenamiento compacto en ruta. La nueva versión II incorpora mejoras clave que lo hacen más práctico y duradero que nunca para tus rutas de gravel y bikepacking en Chile.</p><h3>Novedades del Roll Bag II</h3><ul>
<li>🧲 <strong>Nuevo cordón elástico frontal</strong> — guarda tu chubasquero o chaleco con un simple gesto, sin detener la marcha</li>
<li>🔒 <strong>Nueva cubierta de cierre</strong> — protege el cierre del barro y la suciedad, alargando la vida de la bolsa</li>
<li>🗂️ <strong>Bolsillo lateral de malla</strong> — perfecto para esenciales pequeños de acceso rápido</li>
<li>♻️ <strong>100% poliéster reciclado</strong> — sostenible sin comprometer el rendimiento</li>
</ul><p>El color <strong>negro</strong> es la opción más versátil y discreta de la línea, compatible con cualquier bicicleta de gravel, ruta o MTB. El formato roll-bag se adapta al manillar y maximiza el espacio de packing con su sistema de enrollado.</p><h3>Especificaciones técnicas</h3><ul>
<li>Material: <strong>Poliéster 100% reciclado</strong>
</li>
<li>Cordón elástico frontal para guardar ropa de lluvia o chaleco</li>
<li>Cubierta protectora de cierre contra barro y suciedad</li>
<li>Bolsillo lateral de malla para acceso rápido</li>
<li>Sistema roll-bag — enrolla para comprimir y maximizar espacio</li>
<li>Color: <strong>Black</strong> | SKU: 41503215-000</li>
<li>Compatible con manillares de ruta, gravel y drop bar</li>
</ul><p>Ideal para <strong>bikepacking en Chile</strong>: Carretera Austral, gravel en el Valle del Elqui o travesías de varios días. La bolsa de manillar más inteligente de la línea Venture de AGU.</p>",Agu,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Bags & Panniers > Bicycle Bags,Bolsos,"agu, bikepacking, bolso-manillar, bolsos-bicicletas, ciclismo-chile, gravel, manillar, negro, reciclado, roll-bag, venture",false,Title,Default Title,,,,,,,,41503215-000,0.0,shopify,0,deny,manual,49990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/41503215-000-image_main_86d9c36e-29c1-40be-8c63-c33a25b87ec8.jpg?v=1781709380,1,Bolso Manillar AGU Roll Bag II Venture Negro,false,Bolso Manillar AGU Roll Bag II Venture Black | Bikepacking Chile,"Bolso de manillar AGU Roll Bag II Black para bikepacking y gravel. Cordón elástico frontal, cubierta de cierre protectora, bolsillo malla. 100% reciclado. Envío a todo Chile.",3778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,draft
bolso-manillar-agu-roll-bag-ii-venture-black-bikepacking-y-gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/41503215-000-detail_image_02.webp?v=1781626891,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolso-manillar-agu-roll-bag-ii-venture-black-bikepacking-y-gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/41503215-000-detail_image_01_59ba3909-bd90-4740-9952-a82ca0930dc3.jpg?v=1781272462,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolsa-sillin-ciclismo-agu-dwr-performance-ligera-y-repelente-al-agua,Bolso Sillín Ciclismo AGU DWR Performance | Ligera y Repelente al Agua,"<h2>Bolso de Sillín AGU DWR Performance – Negra</h2>
<p>La bolsa de sillín más funcional y ligera de AGU para salidas de entrenamiento y aventura. El recubrimiento <strong>DWR (Durable Water Repellent)</strong> repele el agua eficientemente sin comprometer el peso ni el diseño limpio.</p>
<h3>Características Principales</h3>
<ul>
<li>💧 <strong>Recubrimiento DWR</strong> — repelente al agua durable para condiciones variables</li>
<li>⚖️ <strong>Ultraligera</strong> — mínimo peso adicional en la bicicleta</li>
<li>🔆 <strong>Reflectante 3M</strong> — mayor visibilidad en condiciones de poca luz</li>
<li>🔗 <strong>Fijación con correas</strong> — compatible con la mayoría de sillines y tijas</li>
<li>♻️ <strong>Poliéster reciclado Greensphere</strong> — comprometida con el medio ambiente</li>
<li>🔒 <strong>Cierre YKK</strong> — fiable y duradero para cualquier condición</li>
<li>💡 <strong>Loop frontal</strong> para fijar una luz trasera</li>
</ul>
<p>Ideal para llevar herramientas, cámara de repuesto, comida o lo esencial en tus salidas. El diseño compacto y aerodinámico la hace perfecta para ciclismo de ruta, gravel y training en Chile.</p>
<h3>Especificaciones Técnicas</h3>
<ul>
<li>Material: Poliéster reciclado con recubrimiento DWR</li>
<li>Cierre YKK premium</li>
<li>Fijación con correas ajustables</li>
<li>Reflectante 3M integrado</li>
<li>Loop frontal para luz trasera<br>
</li>
</ul>",Agu,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Bags & Panniers > Bicycle Bags,Bolsos,"3m-reflectante, agu, bikepacking, bolsa-sillin, ciclismo-chile, dwr, gravel, ligero, reciclado, sillin, water-repellent, ykk",false,Title,Default Title,,,,,,,,'415024,0.0,shopify,0,deny,manual,29990,,true,true,,,,,'8717565561090,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/415022_main_01_15.webp?v=1781627982,1,"",false,Bolsa Sillín Ciclismo AGU DWR Performance | Repelente Agua | República Ciclismo Chile,"Bolsa sillín AGU DWR Performance para ciclismo Chile. Ultraligera, recubrimiento DWR repelente agua, reflectante 3M, cierre YKK, loop para luz. Poliéster reciclado. Envío a todo Chile.",3778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,draft
bolsa-sillin-ciclismo-agu-dwr-performance-ligera-y-repelente-al-agua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/415022_detail_01_10.webp?v=1781627982,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolsa-sillin-ciclismo-agu-dwr-performance-ligera-y-repelente-al-agua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/415022_model_13_3.webp?v=1781627982,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolsa-sillin-ciclismo-agu-dwr-performance-ligera-y-repelente-al-agua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/415024_sphere_01_6.webp?v=1781627982,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jersey-manga-larga-ciclismo-agu-solid-performance-ground-coffee,Jersey Manga Larga Ciclismo AGU Solid Performance | Ground Coffee,"<h3>Jersey Manga Larga Ciclismo AGU Solid Performance Ground Coffee | Rendimiento con Carácter</h3><p>El Jersey de Manga Larga AGU Solid Performance en Ground Coffee es una prenda de alto rendimiento con una identidad visual única: el color Ground Coffee —un marrón terroso inspirado en el café tostado— aporta un carácter diferente y maduro al ciclista que prefiere los tonos naturales y terrosos a los colores brillantes del pelotón convencional. Performance en el fondo, personalidad en la superficie.</p><h3>Tejido Solid Performance de Alta Calidad</h3><p>La línea Solid Performance de AGU utiliza tejidos de mayor densidad y calidad que la línea Trend estándar, con mejor gestión de la humedad, mayor retención de la forma y un acabado más suave al tacto que se mantiene lavado tras lavado. En la versión manga larga, el tejido proporciona la aislación necesaria para el ciclismo en temperaturas frescas sin sacrificar la transpirabilidad en los esfuerzos más intensos.</p><h3>Manga Larga Performance: Cobertura Total para el Frío</h3><p>Las mangas de la línea Performance están confeccionadas con el mismo cuidado ergonómico que el cuerpo: corte ajustado que sigue el perfil del brazo, elasticidad que permite el movimiento natural del pedaleo y puños con banda de silicona que evitan que la manga suba durante el esfuerzo. La cobertura de manga larga elimina la necesidad de manguitos adicionales en el rango de 8–16 °C, simplificando el equipamiento.</p><h3>Guía de Tallas AGU Hombre</h3><table>
<thead><tr>
<th>Talla</th>
<th>Pecho</th>
<th>Cintura</th>
</tr></thead>
<tbody>
<tr>
<td>XS</td>
<td>&lt;94 cm</td>
<td>&lt;84 cm</td>
</tr>
<tr>
<td>S</td>
<td>94–98 cm</td>
<td>84–88 cm</td>
</tr>
<tr>
<td>M</td>
<td>98–102 cm</td>
<td>88–92 cm</td>
</tr>
<tr>
<td>L</td>
<td>102–106 cm</td>
<td>92–96 cm</td>
</tr>
<tr>
<td>XL</td>
<td>106–111 cm</td>
<td>96–101 cm</td>
</tr>
<tr>
<td>XXL</td>
<td>111–117 cm</td>
<td>101–107 cm</td>
</tr>
</tbody>
</table><p>Si quedas entre dos tallas, elige la más grande.</p>",Agu,Sporting Goods > Outdoor Recreation > Cycling > Cycling Apparel & Accessories,Ropa,"agu, ciclismo-chile, essential, ground-coffee, hombre-ropa-ciclismo, invierno, jersey-manga-larga, manga-larga, otono-invierno, performance, recycled, tricota, tricotas-hombre",true,Talla,S,,,,,,,,44220600-626-04,0.0,shopify,2,deny,manual,149990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-626-03-image_main.jpg?v=1781643997,1,Jersey Manga Larga AGU Solid Performance Ground Coffee,false,Jersey Manga Larga Ciclismo AGU Solid Performance Ground Coffee | República Ciclismo,"Jersey manga larga AGU Solid Performance Ground Coffee para ciclismo Chile. Ultra suave y elasticada 4-way stretch para mayor comodidad, 4 bolsillos, 0-12°C. Envío a todo Chile.",5322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-626-03-image_main.jpg?v=1781643997,kg,,,true,,,active
jersey-manga-larga-ciclismo-agu-solid-performance-ground-coffee,,,,,,,,,M,,,,,,,,44220600-626-05,0.0,shopify,1,deny,manual,149990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-626-03-model_image_02.webp?v=1781699667,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-626-03-image_main.jpg?v=1781643997,kg,,,,,,
jersey-manga-larga-ciclismo-agu-solid-performance-ground-coffee,,,,,,,,,L,,,,,,,,44220600-626-06,0.0,shopify,1,deny,manual,139990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-626-03-model_image_03.webp?v=1781699667,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-626-03-image_main.jpg?v=1781643997,kg,,,,,,
jersey-manga-larga-ciclismo-agu-solid-performance-ground-coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-626-03-model_image_04.webp?v=1781699666,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jersey-manga-larga-ciclismo-agu-solid-performance-ground-coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-626-03-model_image_08.webp?v=1781699667,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jersey-manga-larga-ciclismo-agu-solid-performance-ground-coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-626-03-detail_image_06.webp?v=1781699718,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calcetines-merino-oficiales-team-visma-lease-a-bike,Calcetines Merino Oficiales Team Visma | Lease a Bike,"<p>Calcetines merino oficiales Tour de France del Team Visma | Lease a Bike.</p>
<p>Completa tu kit con estos calcetines oficiales Nimbl de lana Merino. Gracias al uso de lana Merino de alta calidad, ofrecen confort en todas las condiciones: abrigo en frío, frescura en calor.</p>
<h3>Composición </h3>
<p>60% Lana Merino</p>
<p>36% Poliamida</p>
<p>4% Elastano</p>
<p>Hechos en Italia </p>",Team Visma | Lease a Bike,Sporting Goods > Outdoor Recreation > Cycling > Cycling Apparel & Accessories > Cycling Socks,Accesorios,visma-leaseabike,true,Tamaño de accesorio,s-37-39,product.metafields.shopify.accessory-size,,,,,,,700738-03,0.0,shopify,2,deny,manual,29990,,true,true,,,,,'8720866315897,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/700739-04_Sock-Combo.jpg?v=1781633944,1,Merino Cycling Socks 2026 - Combo,false,,Calcetines lana merino oficiales Tour de France del Team Visma | Lease a Bike. ,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s-37-39; m-40-42; l-43-45; xl-46-48,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/700739-04_Sock-Combo.jpg?v=1781633944,kg,,,true,,,active
calcetines-merino-oficiales-team-visma-lease-a-bike,,,,,,,,,m-40-42,,,,,,,,700738-04,0.0,shopify,3,deny,manual,29990,,true,true,,,,,'8720866315903,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/700739-04_Sock-Front.jpg?v=1781633944,2,Merino Cycling Socks 2026 - Frontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/700739-04_Sock-Combo.jpg?v=1781633944,kg,,,,,,
calcetines-merino-oficiales-team-visma-lease-a-bike,,,,,,,,,l-43-45,,,,,,,,700738-05,0.0,shopify,4,deny,manual,29990,,true,true,,,,,'8720866315910,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/700739-04_Sock-Side.jpg?v=1781633944,3,Merino Cycling Socks 2026 - Lateral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/700739-04_Sock-Combo.jpg?v=1781633944,kg,,,,,,
